x1,x2,y
0.48813503927324753,3.115184706218832,-91.19793643890814
2.151893663724195,-0.23916014031768018,-44.92826990543898
1.027633760716439,0.2315598999207582,-5.3477930002955185
0.4488318299689684,-2.494794135828214,78.02664866849561
-0.7634520066109527,1.0504301681047234,2.176874682434712
1.4589411306665614,-1.9709519133016498,33.904544535442334
-0.6241278873730751,0.7728401454298206,5.359789124659984
3.917730007820797,-3.3032188442593013,-26.61179139592653
4.636627605010293,-3.405309076588412,-147.6220807202558
-1.1655848117422227,-0.8297025880800648,14.838849295978005
2.917250380826646,-0.7318048488945914,-62.14695938693275
0.28894919752904435,-2.3189073508746096,75.9040546901336
0.6804456109393229,-3.6840314963331,252.54113913047254
4.25596638292661,-4.607894607861029,200.87301264513906
-4.289639418021131,-4.747681727121838,882.8467904856352
-4.1287070029845925,-2.284497099935243,416.437793618992
-4.797816025596743,-0.3814655783806291,531.613053168689
3.32619845547938,2.2624328130612703,-154.00003999300077
2.7815675094985046,-0.2512829928599105,-54.265101598711404
3.700121482468191,4.040508194352817,-377.17845357309176
4.786183422327641,-4.64780195424593,81.65456579295756
2.9915856421672355,-3.1933937845936566,87.317557817866
-0.38520637747068154,-1.6148550722985733,30.91575782675887
2.805291762864554,0.7749618806512251,-66.0353890774563
-3.817255741310668,3.5273615789394235,141.71871261099452
1.3992102132752384,-1.4979804804342356,8.08547478305335
-3.566467125909536,-2.3201131749557993,283.2916334773323
4.446689170495839,-4.381108311571042,114.49978414985708
0.21848321750071698,3.21303477698104,-116.45586398936463
-0.8533806000947646,-1.2033355679332103,15.23578751440817
-2.35444387895373,0.7155019541693433,76.23150796449772
2.7423368943421664,4.8355541817122045,-462.07283401800237
-0.4384966778345145,-4.984054293957055,567.5910085880294
0.6843394886864846,-3.5454985930113403,224.17451241108049
-4.812101995636448,2.7911099401935546,449.81512542927635
1.176354970758771,3.051274852078379,-88.53867625120643
1.1209572272242143,2.692471190327554,-68.8791315674111
1.1693399687475692,0.36998891042829296,-10.048585572981512
4.437480785146242,4.788569810230561,-679.4204180464201
1.818202991034834,-1.0381544000467944,4.544948131588651
-1.40492099426214,1.0194369811311237,27.74351551083149
-0.6296804620065855,-4.366309954511517,393.4107708826006
1.9763119592726488,-0.9014255009266128,14.055924247189115
-4.397745283707302,2.2250008750992203,372.1119411943711
1.6676671544566766,-2.612611592293007,73.96642548268377
1.706378696181594,4.438275890731484,-303.15680366577067
-2.896174389261591,1.867833676432891,107.17425924156106
